# id z use_grism1 OIII_flux OIII_error OIII_scale_to_photom OIII_EQW_obs OIII_EQW_obs_err HeI_flux HeI_error HeI_scale_to_photom HeI_EQW_obs HeI_EQW_obs_err SII_flux SII_error SII_scale_to_photom SII_EQW_obs SII_EQW_obs_err Ha_flux Ha_error Ha_scale_to_photom Ha_EQW_obs Ha_EQW_obs_err Hb_flux Hb_error Hb_scale_to_photom Hb_EQW_obs Hb_EQW_obs_err SIII_flux SIII_error SIII_scale_to_photom SIII_EQW_obs SIII_EQW_obs_err OII_flux OII_error OII_scale_to_photom OII_EQW_obs OII_EQW_obs_err OIIIx_flux OIIIx_error OIIIx_scale_to_photom OIIIx_EQW_obs OIIIx_EQW_obs_err HeII_flux HeII_error HeII_scale_to_photom HeII_EQW_obs HeII_EQW_obs_err Hg_flux Hg_error Hg_scale_to_photom Hg_EQW_obs Hg_EQW_obs_err Hd_flux Hd_error Hd_scale_to_photom Hd_EQW_obs Hd_EQW_obs_err MgII_flux MgII_error MgII_scale_to_photom MgII_EQW_obs MgII_EQW_obs_err uvj_flag sn_F160W sfr z_sfr
7883.0 2.15661 1.0 13.57 1.3 1.654 634.547821872 155.660661279 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.43 1.09 1.592 171.357880764 64.971599279 -99.0 -99.0 -99.0 -99.0 -99.0 6.32 1.73 1.135 168.874203655 62.0887597771 1.7 1.27 1.387 54.6377284492 37.8032129405 0.49 0.94 1.519 18.5388755659 26.4651002183 2.25 2.01 1.378 78.4797615163 55.4297173233 0.0 0.0 1.282 0.00316795549656 0.0601911544347 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 32.7751113806 8.9557 2.1566
7983.0 1.46576 1.0 14.94 2.42 1.019 73.2553046525 13.188631497 0.01 0.02 0.99 0.0283888131854 0.271721497632 6.08 1.59 0.966 39.3793394329 10.9580818896 27.77 1.64 0.97 197.261696191 15.8571799364 0.0 0.0 1.025 0.00405554474077 0.133832976445 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.045 0.0 0.00405554474077 3.5 3.11 1.032 16.019401726 12.5640776069 0.0 0.0 1.046 0.0 0.113555252742 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 89.4177321066 31.343 1.4658
8007.0 1.87772 1.0 5.99 2.41 0.879 87.2496281779 34.190261735 0.04 0.16 0.996 0.900018069861 8.36426059519 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 4.0 2.67 0.859 62.7788666027 36.1258218312 -99.0 -99.0 -99.0 -99.0 -99.0 15.75 15.26 0.699 190.765606105 156.356421056 2.27 2.02 0.79 25.9788999625 20.2347691923 0.51 1.02 0.835 6.08120317474 11.7245597209 0.89 0.96 0.787 11.3214628247 12.7879015332 0.64 1.27 0.753 6.65109878654 14.174415857 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 21.711970206 7.2566 1.8777
8149.0 2.08793 1.0 7.59 1.29 1.206 238.211358418 71.964066543 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.74 0.97 1.214 63.2786364976 36.0079405945 -99.0 -99.0 -99.0 -99.0 -99.0 0.3 1.16 1.295 10.3370218884 29.1878378072 0.0 0.0 1.247 0.00323841537859 0.268788476423 0.96 2.67 1.225 27.4358550874 30.0039184826 0.58 1.4 1.248 18.7666171189 24.8515996153 0.36 0.77 1.266 10.7256317339 20.9363554226 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 23.3495047159 -99.0 2.0879
8164.0 1.45469 1.0 7.62 3.46 1.132 127.274727155 60.6675384672 0.67 1.37 1.056 13.476243436 21.3754078926 1.74 2.66 0.996 39.9887562177 44.8814310565 0.86 2.66 1.006 20.715446757 37.1126292933 0.14 0.76 1.146 2.71317355756 20.8987692947 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.201 0.0 0.0122215025115 0.0 0.0 1.165 0.0 0.313685231129 0.0 0.0 1.204 0.0 0.00407383417051 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 27.6635385403 -99.0 1.4547
8168.0 1.86624 1.0 5.82 1.63 1.298 233.577788322 81.7970581668 0.37 0.84 0.91 13.6380763649 37.7428268393 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.3 0.64 1.386 14.4684325109 24.2757061516 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 2.496 0.0 0.450066986714 0.02 0.05 1.761 1.03968962822 6.92893826058 0.12 0.26 1.503 4.84258122139 14.2032767668 0.04 0.1 1.782 2.05146812549 10.0305626884 0.55 1.18 2.02 30.0079546723 64.094423356 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 27.5447136751 5.7837 1.8662
8188.0 2.09566 1.0 5.72 1.68 1.097 137.431113236 51.6174256863 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.29 2.32 1.057 33.4726681871 34.319014362 -99.0 -99.0 -99.0 -99.0 -99.0 2.89 3.52 0.754 57.1542094416 51.407454307 0.0 0.0 0.921 0.00323032891209 0.358566509242 0.0 0.0 1.008 0.0 0.0872188806264 0.0 0.0 0.915 0.0 0.145364801044 0.07 0.21 0.851 1.23398564442 5.49801980838 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 30.7932009111 19.371 2.0957
8307.0 1.64984 1.0 8.41 1.68 1.185 146.371101651 34.8436131993 1.08 1.16 1.354 28.1186788636 27.1374875464 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.32 0.87 1.156 6.23056486429 15.0273224044 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.057 0.015095251034 0.267940705854 0.11 0.4 1.122 1.62273948616 9.27980557317 0.14 0.55 1.052 2.17748996166 10.0156990611 1.32 3.47 1.004 17.2802886212 39.9910938019 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 33.6474152781 10.847 1.6498
8317.0 1.9388 1.0 3.97 1.95 1.205 36.9232339731 17.6194365047 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.75 2.78 1.19 18.0924186743 18.4258881176 -99.0 -99.0 -99.0 -99.0 -99.0 5.81 9.0 1.058 52.2934531101 50.4491629236 0.43 0.78 1.134 3.39254117327 5.59071729958 0.0 0.0 1.171 0.0 0.0102082482646 0.0 0.0 1.132 0.00680549884307 0.33346944331 2.15 2.55 1.104 17.2757588131 16.0779910167 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 52.7069873934 134.34 1.9388
8359.0 1.16626 1.0 22.09 7.08 1.088 170.72742884 53.4931171697 0.57 1.34 1.031 5.55796626444 10.9635962442 1.81 1.22 0.985 21.1193485547 13.7471956275 15.35 1.18 0.993 195.184326904 16.8631650864 3.0 9.69 1.099 25.6386583328 86.263883375 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 56.843001925 11.679 1.1663
8381.0 1.40729 1.0 7.08 2.99 0.963 19.5697236311 7.41913105608 0.01 0.06 0.983 0.0249242924616 0.236780778386 1.18 1.92 1.0 3.64310074814 3.98373274512 7.96 1.33 0.997 25.8381831852 4.32021069335 0.98 2.1 0.96 2.85383148686 4.20805137727 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.22 0.57 0.955 0.564950629131 1.59515471755 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 182.006957535 20.368 1.4073
8442.0 1.61039 1.0 8.13 1.34 1.033 181.731465413 40.3732775562 0.12 0.41 1.077 3.61631786821 9.46601848766 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.66 2.68 1.025 16.8289029609 28.9841747785 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.14 0.5 0.996 2.72373093676 8.45850620022 0.06 0.53 1.015 1.2182087734 11.1515903754 0.06 0.23 0.995 1.33313412938 3.94960140056 0.0 0.0 0.98 0.0 0.030646761595 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 33.0251830852 3.2628 1.6104
8443.0 1.84909 1.0 22.91 1.37 1.093 52.999378749 3.28525950391 0.03 0.04 1.152 0.0737077452801 0.119336349501 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 9.87 1.19 1.083 25.0641432879 3.0781758386 -99.0 -99.0 -99.0 -99.0 -99.0 3.93 12.03 0.993 10.3857722992 18.9569301075 0.11 0.27 1.045 0.238672699002 0.52999378749 0.56 0.94 1.07 1.14071510552 1.38640758979 4.45 1.46 1.043 10.2594161645 3.22559132916 2.9 2.15 1.024 6.21250995932 3.60816962609 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 199.96682439 150.39 1.8491
8509.0 2.08947 1.0 15.68 1.07 2.813 1015.17736052 276.62673533 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 4.22 0.9 2.477 278.16745267 89.5978921951 -99.0 -99.0 -99.0 -99.0 -99.0 2.33 2.09 0.788 38.9937432634 31.675335899 0.09 0.37 1.553 2.70272894704 20.6281336281 0.0 0.0 2.114 0.0420784147443 0.579387403017 2.11 3.44 1.518 70.1091125662 56.7799654957 1.76 1.11 1.189 41.612315381 26.3475612322 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 46.3849460527 -99.0 2.0895
8537.0 1.84909 1.0 16.94 1.14 1.358 367.201457307 39.2546392006 0.0 0.0 1.69 0.00701978526477 0.171984738987 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 4.07 0.99 1.304 91.1168127367 23.4144937506 -99.0 -99.0 -99.0 -99.0 -99.0 14.45 16.03 0.907 159.275417765 139.591939883 0.75 1.06 1.125 10.645504354 12.8286575714 0.15 0.31 1.24 2.43235559424 5.47543250652 0.29 0.6 1.117 4.42948450207 10.4629899371 0.5 0.94 1.033 6.28972759723 9.31525504635 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 50.8851514686 -99.0 1.8491
8636.0 2.1003 1.0 6.24 1.24 0.897 139.56391317 33.274199271 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.32 0.69 0.907 8.36693223236 14.7792149147 -99.0 -99.0 -99.0 -99.0 -99.0 7.42 3.69 1.004 186.720639938 107.454117343 0.0 0.0 0.946 0.0 0.0774118633681 1.0 1.89 0.92 19.8819469084 21.3559978067 0.0 0.0 0.947 0.0 0.041931425991 0.29 0.52 0.968 5.89942908751 12.4729864852 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 30.7043825791 -99.0 2.1003
8644.0 1.8648 1.0 6.26 1.24 1.017 136.735548729 29.949734711 0.01 0.11 0.889 0.275760960626 9.81569394024 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.87 1.08 1.043 22.3122032952 20.2631946384 -99.0 -99.0 -99.0 -99.0 -99.0 8.88 12.72 1.303 292.865121474 323.537419715 0.0 0.0 1.142 0.0 0.139625802848 0.0 0.0 1.075 0.0 0.178022898632 0.0 0.0 1.147 0.00349064507121 0.370008377548 0.13 0.51 1.203 3.34403797822 16.0011170064 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 39.5875894731 16.251 1.8648
8685.0 1.33965 1.0 12.08 2.69 0.946 185.258478832 55.388626504 0.21 0.53 1.77 7.54386339837 21.2382193918 0.0 0.01 2.986 0.128224307054 6.86000042741 6.61 1.18 2.728 498.724168145 151.001218131 2.3 2.31 0.843 34.2829055628 33.9794413694 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.24 0.8 0.731 2.56021199752 8.57393199838 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 29.326715043 3.6962 1.3397
8700.0 2.08638 1.0 21.98 1.63 0.893 223.682761034 25.4019271768 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.21 1.56 0.889 35.5173374633 16.316850161 -99.0 -99.0 -99.0 -99.0 -99.0 7.75 3.13 0.852 67.8497139043 27.9680402284 0.0 0.0 0.874 0.0 0.0194402503904 0.0 0.01 0.884 0.012960166927 0.554047136127 2.53 2.11 0.873 23.1468581315 16.5792935413 3.78 2.21 0.865 30.5017528626 15.2217160557 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 53.5269804008 31.371 2.0864
8734.0 2.17402 1.0 5.91 1.41 0.963 154.888753064 59.9838690367 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.24 0.89 1.01 7.41016124662 24.9557343684 -99.0 -99.0 -99.0 -99.0 -99.0 3.78 1.98 1.551 156.470343602 99.1077560948 0.0 0.0 1.203 0.00315057876132 0.302455561087 0.0 0.0 1.071 0.0 0.270949773473 0.0 0.0 1.213 0.0 0.0283552088519 0.0 0.0 1.329 0.0 0.157528938066 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 22.5224521877 21.716 2.174
8773.0 1.26031 1.0 12.68 4.32 1.111 75.2020740518 26.6689082471 0.0 0.0 1.062 0.0 0.0530900628675 1.65 1.82 1.024 13.8565064084 11.6975105185 12.49 1.98 1.03 116.590202229 19.922046091 0.0 0.0 1.12 0.0 0.460113878185 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.132 0.0 0.460113878185 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 52.9342784136 8.3958 1.2603
8859.0 1.93146 1.0 5.43 1.79 0.788 69.8832663587 24.5543176438 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 6.47 1.67 0.719 86.41086694 23.2000436642 -99.0 -99.0 -99.0 -99.0 -99.0 13.62 5.26 0.315 88.3587018073 36.9099356635 2.81 1.6 0.513 22.2824121769 12.2805700914 7.45 1.85 0.641 70.7156161094 18.8233849345 1.88 1.43 0.505 16.1523609396 11.5846711195 4.95 1.67 0.424 33.3246914507 12.2908038998 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 21.3160451285 13.563 1.9315
8928.0 2.09256 1.0 8.84 1.29 0.973 179.802493727 38.6055565616 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.88 1.99 0.994 18.961636961 25.5193108622 -99.0 -99.0 -99.0 -99.0 -99.0 10.05 2.34 1.205 206.320976796 62.4951496495 0.0 0.0 1.075 0.0 0.0614377732364 0.18 0.55 1.021 3.17212923921 8.96344775849 0.0 0.0 1.079 0.00323356701244 0.307188866182 0.0 0.01 1.125 0.0323356701244 3.44374886825 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 35.0430481834 -99.0 2.0926
9266.0 1.78153 1.0 9.86 1.25 0.909 236.600000719 39.2481835537 0.0 0.0 0.786 0.0 0.0107854310398 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.08 0.52 0.933 2.31167738619 9.04897664235 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.03 0.0 0.168971752956 0.53 3.21 0.965 11.6626460977 21.7290484014 0.03 0.25 1.035 0.790931609582 13.4422422192 0.04 0.27 1.089 1.18639741437 13.1438452938 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 29.8065266365 -99.0 1.7815
9298.0 1.21887 1.0 17.49 6.89 0.904 21.0106946329 7.90943137723 0.15 0.32 0.928 0.180271940222 0.482227440093 1.42 2.11 0.948 1.82525339475 2.14523608864 24.82 2.46 0.944 33.5170604857 3.38460567766 19.17 18.73 0.9 24.1744671837 18.4553398802 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.0 197.276962557 40.046 1.2189
9419.0 1.33264 1.0 19.05 2.95 1.034 112.923554428 19.1928458742 2.69 1.92 0.993 18.3868921051 11.4033884354 6.61 1.76 0.961 52.7385280198 13.7998148021 27.16 1.54 0.966 237.147609575 17.2465532615 6.51 3.49 1.042 42.9041772412 21.8636394814 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.34 2.95 1.051 7.28787982715 13.0152959737 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 64.5970750187 16.773 1.3326
9437.0 1.99966 1.0 10.13 1.09 1.007 293.279905056 52.2325863598 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.67 1.32 1.066 87.9566350853 39.2344465706 -99.0 -99.0 -99.0 -99.0 -99.0 6.56 2.19 1.779 282.251988559 132.868391751 0.0 0.0 1.314 0.0 0.096677623464 0.23 0.43 1.144 6.68075715248 12.1613782895 0.0 0.0 1.327 0.00333371115393 0.363374515778 0.0 0.0 1.48 0.0 0.046671956155 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 20.9432551836 26.36 1.9997
9454.0 1.52061 1.0 5.19 2.23 1.117 77.5724923729 34.3924684898 0.0 0.0 1.083 0.0 0.0436402299443 3.55 5.23 1.055 83.8170125485 111.750727007 7.48 1.33 1.059 190.719706738 39.9863525099 0.14 0.48 1.124 2.33276865521 9.73970586485 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 1.148 0.0 0.0039672936313 0.21 0.59 1.132 2.79297471644 10.1007295853 0.18 0.54 1.149 2.6620540266 13.3816814184 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 36.5108521619 15.685 1.5206
9459.0 1.46453 1.0 19.16 2.47 1.415 562.054428228 143.857043737 0.04 0.14 1.338 1.61896994559 9.08895408049 1.74 1.4 1.277 77.9012631212 71.2346776059 10.7 1.53 1.288 554.982085834 162.067412448 5.4 2.15 1.43 174.800063298 98.7571666809 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 6.24 7.35 1.485 158.7848393 168.908473421 0.67 3.71 1.448 18.6120680211 53.6816350379 0.02 0.1 1.487 0.450390135239 18.9529037991 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 25.4929010842 -99.0 1.4645
9481.0 1.79827 1.0 13.69 1.34 2.219 588.685151897 118.859152262 0.14 0.57 1.441 5.45694303981 21.4096566807 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.75 1.55 2.403 92.467846205 65.3653864709 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.3 1.65 3.217 67.4988475022 76.9725580448 0.04 0.11 2.653 1.70105100651 11.5285515694 0.0 0.0 3.263 0.0 0.0142945462732 0.52 1.42 3.801 32.9846655255 77.4121153427 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 26.0624987211 13.15 1.7983
9533.0 1.69662 1.0 15.47 1.39 1.288 565.367015004 107.671826212 0.18 0.89 2.337 14.1955485015 46.6621177622 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.21 1.42 1.154 114.068723068 49.2171681587 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.62 1.58 0.772 11.0174959764 16.0423048112 0.0 0.0 1.007 0.0148333840141 0.259584220246 0.19 0.56 0.757 3.43763674526 10.2276182777 2.21 2.42 0.613 30.4492290349 28.476388961 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 23.4269903344 9.6683 1.6966
9562.0 1.82498 1.0 13.16 1.07 2.001 504.4920672 89.3776239124 0.0 0.0 1.894 0.0 0.00707969613944 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.43 1.04 2.021 61.7632691205 41.7772869188 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 2.213 0.0 0.0389383287669 0.07 0.16 2.097 2.5132921295 6.28323032375 0.23 0.62 2.047 8.07085359896 15.5930307471 2.8 1.2 2.101 106.372434495 44.0357099873 1.5 1.41 2.142 49.1118521193 45.7631558454 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 26.5636789576 -99.0 1.825
9667.0 1.50678 1.0 11.81 2.71 0.924 26.0932351463 6.03563136773 0.0 0.0 0.964 0.0 0.00398918134021 0.04 0.15 0.998 0.0877619894845 1.26855966619 4.65 2.74 0.992 11.1098700325 5.85611820742 2.74 2.81 0.916 6.06754481845 4.99844421928 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.88 3.27 0.891 4.84286614701 7.01696997742 0.47 1.94 0.908 0.957403521649 2.64482722856 0.48 1.45 0.889 1.29249475423 4.66734216804 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 3.0 88.3970982189 22.391 1.5068
9745.0 1.70067 1.0 4.63 2.54 0.952 31.4181295753 15.6924022557 0.42 1.23 0.971 3.56207903965 8.47567455483 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2.72 6.15 0.948 21.1206848671 19.0286114186 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.59 1.93 0.935 3.6398375218 8.77189734399 0.46 3.0 0.944 2.85484713053 6.82793529013 0.02 0.1 0.935 0.103677976206 1.97358433278 3.87 5.07 0.928 24.9012282137 23.8792595911 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 41.2982656822 28.366 1.7007
9793.0 1.40248 1.0 7.03 2.25 0.94 103.380673304 38.447770637 0.2 0.81 1.028 3.73364190337 11.8252805434 0.06 0.27 1.109 1.48596450335 11.5422396857 7.28 1.19 1.094 200.392927308 46.8016383071 0.25 0.97 0.924 3.87516233226 19.3591621991 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.02 0.15 0.905 0.224767740002 5.73157737005 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 22.5255872204 10.739 1.4025
9801.0 2.1174 1.0 7.63 2.21 1.016 52.6047347148 15.7342657343 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.08 0.27 1.004 0.590235452621 4.33694745621 -99.0 -99.0 -99.0 -99.0 -99.0 1.2 3.58 0.9 10.6531083595 20.7256046706 0.0 0.0 0.96 0.00320780137294 0.153974465901 0.0 0.0 0.989 0.0 0.0192468082376 0.17 0.7 0.958 1.2799127478 5.93443253994 0.0 0.0 0.936 0.0 0.0705716302047 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 67.8794241657 -99.0 2.1174
9968.0 1.85479 1.0 8.91 2.39 0.78 90.7562377618 25.4099250733 3.15 2.19 0.764 32.7029308636 20.698545252 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 0.19 0.64 0.783 2.04568462129 7.58374521418 -99.0 -99.0 -99.0 -99.0 -99.0 0.0 0.0 0.811 0.0 0.0 4.97 2.12 0.795 53.3769559232 24.215441416 0.0 0.0 0.787 0.0 0.0105086538765 0.06 0.27 0.795 0.68306250197 5.29285866911 0.86 2.52 0.801 9.8255913745 20.2641875585 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 30.2704858465 17.778 1.8548
10048.0 1.4242 1.0 86.25 6.07 0.787 271.813381734 30.2986552265 1.59 1.57 0.948 7.37562907351 7.13637488656 27.92 3.4 1.107 182.093061629 28.0216153783 0.22 0.48 1.078 1.5056513489 4.3684514479 0.05 0.23 0.76 0.185628248494 0.977642108737 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 2155.42 1871.68 0.67 5522.77452355 4306.90949592 9.22 11.55 0.728 24.2100486759 43.0203778566 21.6 50.13 0.666 62.1153370184 343.193630889 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 52.3613872322 31.576 1.4242
10060.0 1.49678 1.0 6.1 2.29 1.1 68.9688318554 26.181722058 0.0 0.0 1.147 0.0 0.0520670623763 0.0 0.0 1.189 0.0 0.00400515864433 6.6 1.71 1.182 138.270091878 40.9847884075 1.65 2.25 1.091 20.8588662197 20.5224328936 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.12 2.93 1.06 10.6777529458 22.8814713351 0.0 0.01 1.08 0.024030951866 1.0573618821 0.71 2.3 1.059 7.60579626559 23.3180336273 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 1.0 61.5937173289 9.332 1.4968
